name,站点类型,Lon,Lat,侧项类别,统计时间,更新时间,纬度,经度
磨房梁子测震台,无人值守,102,27,测震,2020年3月,48:10.0,,
竹麻场测震台,无人值守,102,30,测震,2020年3月,48:10.0,,
给地测震台,无人值守,101,30,测震,2020年3月,48:10.0,,
罗挖坪测震台,无人值守,103,29,测震,2020年3月,48:10.0,,
联合测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
芽祖测震台,无人值守,101,28,测震,2020年3月,48:10.0,,
茶叶测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
草科测震台,无人值守,102,29,测震,2020年3月,48:10.0,,
莫苟测震台,无人值守,101,30,测震,2020年3月,48:10.0,,
萝布岗测震台,无人值守,103,28,测震,2020年3月,48:10.0,,
谢家沟测震台,无人值守,102,30,测震,2020年3月,48:10.0,,
里庄测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
野坝测震台,无人值守,102,30,测震,2020年3月,48:10.0,,
钻洞子测震台,无人值守,104,31,测震,2020年3月,48:10.0,,
银厂测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
长柏测震台,无人值守,101,28,测震,2020年3月,48:10.0,,
长脚测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
阿兹觉测震台,无人值守,103,29,测震,2020年3月,48:10.0,,
雄居测震台,无人值守,102,30,测震,2020年3月,48:10.0,,
雅江兵站测震台,无人值守,101,30,测震,2020年3月,48:10.0,,
青杠林测震台,无人值守,102,27,测震,2020年3月,48:10.0,,
青胜测震台,无人值守,104,28,测震,2020年3月,48:10.0,,
项脚测震台,无人值守,101,28,测震,2020年3月,48:10.0,,
顺河测震台,无人值守,103,29,测震,2020年3月,48:10.0,,
马湖测震台,无人值守,104,28,测震,2020年3月,48:10.0,,
马鞍山测震台,无人值守,104,29,测震,2020年3月,48:10.0,,
鲁布沟测震台,无人值守,103,29,测震,2020年3月,48:10.0,,
麦地龙测震台,无人值守,101,29,测震,2020年3月,48:10.0,,
麻子石测震台,无人值守,101,30,测震,2020年3月,48:10.0,,
麻眼沟测震台,无人值守,105,32,测震,2020年3月,48:10.0,,
黄华测震台,无人值守,104,28,测震,2020年3月,48:10.0,,
黑马测震台,无人值守,103,29,测震,2020年3月,48:10.0,,
龙洞子测震台,无人值守,105,32,测震,2020年3月,48:10.0,,
八窝龙测震台,无人值守,101,29,"测震,强震",2020年3月,48:10.0,,
周家坪测震台,无人值守,102,28,"测震,强震",2020年3月,48:10.0,,
和平子测震台,无人值守,102,28,"测震,强震",2020年3月,48:10.0,,
坊田测震台,无人值守,102,27,"测震,强震",2020年3月,48:10.0,,
矮子沟测震台,无人值守,102,28,"测震,强震",2020年3月,48:10.0,,
篾丝萝测震台,无人值守,102,28,"测震,强震",2020年3月,48:10.0,,
索依测震台,无人值守,101,30,"测震,强震",2020年3月,48:10.0,,
莫玉测震台,无人值守,102,31,"测震,强震",2020年3月,48:10.0,,
西地测震台,无人值守,101,30,"测震,强震",2020年3月,48:10.0,,
观音坝测震台,无人值守,102,27,"测震,强震",2020年3月,48:10.0,,
里尼测震台,无人值守,101,29,"测震,强震",2020年3月,48:10.0,,
川44井前兆台,无人值守,106,32,流体,2020年3月,48:10.0,,
川-05井,无人值守,102,26,流体,2020年3月,48:10.0,,
川-13井,无人值守,105,29,流体,2020年3月,48:10.0,,
崇州地震台,无人值守,104,31,电磁,2020年3月,48:10.0,,
平地地震台,无人值守,102,26,电磁,2020年3月,48:10.0,,
丙乙底测震台,无人值守,103,28,测震,2020年3月,48:10.0,,
九寨沟测震台,无人值守,104,33,测震,2020年3月,48:10.0,,
五马坪测震台,无人值守,104,30,测震,2020年3月,48:10.0,,
井研测震台,无人值守,104,30,测震,2020年3月,48:10.0,,
仲家沟测震台,无人值守,105,32,测震,2020年3月,48:10.0,,
会理地震台,无人值守,102,27,测震,2020年3月,48:10.0,,
冕宁测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
华蓥山测震台,无人值守,107,30,测震,2020年3月,48:10.0,,
园艺场测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
壤塘测震台,无人值守,101,32,测震,2020年3月,48:10.0,,
安县测震台,无人值守,104,32,测震,2020年3月,48:10.0,,
安岳测震台,无人值守,105,30,测震,2020年3月,48:10.0,,
宝兴测震台,无人值守,103,30,测震,2020年3月,48:10.0,,
宣汉测震台,无人值守,108,31,测震,2020年3月,48:10.0,,
峨眉山测震台,无人值守,103,30,测震,2020年3月,48:10.0,,
平武测震台,无人值守,105,32,测震,2020年3月,48:10.0,,
旺苍测震台,无人值守,106,32,测震,2020年3月,48:10.0,,
普格测震台,无人值守,103,27,测震,2020年3月,48:10.0,,
木里测震台,无人值守,101,28,测震,2020年3月,48:10.0,,
汉王山测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
汶川测震台,无人值守,104,31,测震,2020年3月,48:10.0,,
油榨坪测震台,无人值守,104,31,测震,2020年3月,48:10.0,,
油罐顶测震台,无人值守,104,30,测震,2020年3月,48:10.0,,
泸沽湖测震台,无人值守,101,28,测震,2020年3月,48:10.0,,
玄生坝测震台,无人值守,102,28,测震,2020年3月,48:10.0,,
盐亭测震台,无人值守,105,31,测震,2020年3月,48:10.0,,
盐源测震台,无人值守,102,27,测震,2020年3月,48:10.0,,
石棉测震台,无人值守,102,29,测震,2020年3月,48:10.0,,
石门坎测震台,无人值守,103,27,测震,2020年3月,48:10.0,,
筠连测震台,无人值守,105,28,测震,2020年3月,48:10.0,,
红原测震台,无人值守,103,33,测震,2020年3月,48:10.0,,
美姑测震台,无人值守,103,28,测震,2020年3月,48:10.0,,
花马石测震台,无人值守,104,30,测震,2020年3月,48:10.0,,
苍溪测震台,无人值守,106,32,测震,2020年3月,48:10.0,,
若尔盖测震台,无人值守,103,34,测震,2020年3月,48:10.0,,
茂县测震台,无人值守,104,32,测震,2020年3月,48:10.0,,
蒙顶山测震台,无人值守,103,30,测震,2020年3月,48:10.0,,
西充测震台,无人值守,106,31,测震,2020年3月,48:10.0,,
金鸡寺测震台,无人值守,105,31,测震,2020年3月,48:10.0,,
雅江测震台,无人值守,101,30,测震,2020年3月,48:10.0,,
雷波测震台,无人值守,104,28,测震,2020年3月,48:10.0,,
青川测震台,无人值守,105,33,测震,2020年3月,48:10.0,,
马边测震台,无人值守,104,29,测震,2020年3月,48:10.0,,
黑水测震台,无人值守,103,32,测震,2020年3月,48:10.0,,
小金测震台,无人值守,102,31,测震,2020年3月,48:10.0,,
德阳市白马地震台,无人值守,104,31,"测震,流体",2020年3月,48:10.0,,
剑门关地震台,无人值守,106,32,"测震,电磁",2020年3月,48:10.0,,
天全地震台,无人值守,103,30,"测震,形变",2020年3月,48:10.0,,
泸沽湖地震台,无人值守,101,28,"电磁,流体",2020年3月,48:10.0,,
巴中地震台,无人值守,107,32,"电磁,测震",2020年3月,48:10.0,,
理塘地震台,无人值守,100,30,"测震,强震",2020年3月,48:10.0,,
茂县地震台,无人值守,104,32,"测震,形变",2020年3月,48:10.0,,
小金县地震台,有人值守,102,31,流体,2020年3月,48:10.0,,
映秀地震台,有人值守,103,31,"流体,电磁",2020年3月,48:10.0,,
汶川县地震台,有人值守,104,31,形变,2020年3月,48:10.0,,
若尔盖地震台,有人值守,103,34,流体,2020年3月,48:10.0,,
茂县地震台,有人值守,104,31,测震,2020年3月,48:10.0,,
金川县地震台,有人值守,102,31,"测震,电磁",2020年3月,48:10.0,,
黑水县地震台,有人值守,103,32,测震,2020年3月,48:10.0,,
壤塘县地震台,有人值守,101,32,测震,2020年3月,48:10.0,,
宝兴邓池沟前兆台,无人值守,103,31,"形变,电磁",2020年3月,48:10.0,,
川42井前兆台,无人值守,103,30,"流体,电磁",2020年3月,48:10.0,,
永昌川41井前兆台,无人值守,104,32,流体,2020年3月,48:10.0,,
香泉川43井前兆台,无人值守,105,32,流体,2020年3月,48:10.0,,
邛崃川22井前兆台,无人值守,103,30,流体,2020年3月,48:10.0,,
大邑横山地震台,无人值守,103,31,流体,2020年3月,48:10.0,,
大邑西岭地震台,无人值守,103,31,"测震,强震",2020年3月,48:10.0,,
大邑高堂寺地震台,无人值守,103,31,"测震,强震",2020年3月,48:10.0,,
天府新区三星地震台,无人值守,104,30,"测震,强震",2020年3月,48:10.0,,
崇州三郎地震台,无人值守,104,31,"测震,强震,流体,电磁",2020年3月,48:10.0,,
崇州鸡冠山地震台,无人值守,103,31,强震,2020年3月,48:10.0,,
彭州丹景山地震台,无人值守,104,31,"测震,强震",2020年3月,48:10.0,,
彭州银厂沟地震台,无人值守,104,31,"测震,强震",2020年3月,48:10.0,,
新津梨花沟地震台,无人值守,104,30,"测震,强震",2020年3月,48:10.0,,
蒲江朝阳湖地震台,无人值守,103,30,"测震,强震",2020年3月,48:10.0,,
蒲江鹤山地震台,无人值守,104,30,"测震,强震,形变",2020年3月,48:10.0,,
邛崃临邛地震台,无人值守,104,30,"测震,强震,电磁",2020年3月,48:10.0,,
邛崃平乐地震台,无人值守,103,30,"测震,强震",2020年3月,48:10.0,,
邛崃高何地震台,无人值守,103,30,"强震,测震",2020年3月,48:10.0,,
都江堰文庙山强震台,无人值守,104,31,"强震,测震,形变,电磁,流体",2020年3月,48:10.0,,
都江堰龙池地震台,无人值守,104,30,流体,2020年3月,48:10.0,,
金堂淮口地震台,无人值守,105,31,"测震,强震",2020年3月,48:10.0,,
青白江清泉地震台,无人值守,104,31,"测震,强震",2020年3月,48:10.0,,
高新中和地震台,无人值守,104,31,"测震,强震",2020年3月,48:10.0,,
龙泉同安地震台,无人值守,104,31,"测震,强震",2020年3月,48:10.0,,
德阳市天元前兆台,无人值守,104,31,"流体,电磁",2020年3月,48:10.0,,
德阳市川绵39井前兆台,无人值守,104,31,流体,2020年3月,48:10.0,,
德阳市清平地震台,无人值守,104,32,"强震,测震",2020年3月,48:10.0,,
德阳市金河前兆台,无人值守,104,31,电磁,2020年3月,48:10.0,,
德阳川08井前兆台,无人值守,104,31,流体,2020年3月,48:10.0,,
德阳中江县金银山前兆台,无人值守,105,31,"形变,电磁",2020年3月,48:10.0,,
二道桥前兆台,无人值守,102,30,流体,2020年3月,48:10.0,,
亚日贡乡地震台,无人值守,99,29,"测震,强震",2020年3月,48:10.0,,
八美镇地震台,无人值守,101,30,"测震,强震",2020年3月,48:10.0,,
共和前兆台,无人值守,102,30,流体,2020年3月,48:10.0,,
和平乡地震台,无人值守,100,31,"测震,强震",2020年3月,48:10.0,,
大盖乡地震台,无人值守,100,31,"测震,强震",2020年3月,48:10.0,,
年龙乡地震台,无人值守,100,32,"测震,强震",2020年3月,48:10.0,,
建设镇地震台,无人值守,99,31,"测震,强震",2020年3月,48:10.0,,
拉波乡地震台,无人值守,101,29,"测震,强震",2020年3月,48:10.0,,
措拉镇地震台,无人值守,99,30,"测震,强震",2020年3月,48:10.0,,
新兴乡地震台,无人值守,102,30,"测震,强震",2020年3月,48:10.0,,
新都镇地震台,无人值守,101,31,"测震,强震",2020年3月,48:10.0,,
来马镇地震台,无人值守,100,32,"测震,强震",2020年3月,48:10.0,,
杵坭乡地震台,无人值守,102,30,"测震,强震",2020年3月,48:10.0,,
松麦镇地震台,无人值守,99,29,"测震,强震",2020年3月,48:10.0,,
格宗乡地震台,无人值守,102,31,"测震,强震",2020年3月,48:10.0,,
汤古乡地震台,无人值守,101,29,"测震,强震",2020年3月,48:10.0,,
沙贡乡地震台,无人值守,100,29,"测震,强震",2020年3月,48:10.0,,
洛须镇地震台,无人值守,98,32,"测震,强震",2020年3月,48:10.0,,
浪多乡地震台,无人值守,99,32,"测震,强震",2020年3月,48:10.0,,
热乌乡前兆台,无人值守,100,29,流体,2020年3月,48:10.0,,
玉柯前兆台,无人值守,101,31,流体,2020年3月,48:10.0,,
盖玉乡地震台,无人值守,99,31,"测震,强震",2020年3月,48:10.0,,
禾尼乡地震台,无人值守,100,30,"测震,强震",2020年3月,48:10.0,,
维它乡地震台,无人值守,101,31,"测震,强震",2020年3月,48:10.0,,
翁达镇地震台,无人值守,101,32,"测震,强震",2020年3月,48:10.0,,
茹龙镇地震台,无人值守,100,31,"测震,强震",2020年3月,48:10.0,,
边耳乡地震台,无人值守,102,31,"测震,强震",2020年3月,48:10.0,,
达马镇地震台,无人值守,99,32,"测震,强震",2020年3月,48:10.0,,
雅德乡地震台,无人值守,101,31,"测震,强震",2020年3月,48:10.0,,
雅拉乡地震台,无人值守,102,30,"测震,强震",2020年3月,48:10.0,,
香格里拉镇地震台,无人值守,100,29,"测震,强震",2020年3月,48:10.0,,
马尼干戈镇地震台,无人值守,99,32,"测震,强震",2020年3月,48:10.0,,
麻邛乡地震台,无人值守,100,31,"测震,强震",2020年3月,48:10.0,,
龙头沟前兆台,无人值守,102,30,流体,2020年3月,48:10.0,,
龙普前兆台,无人值守,101,31,流体,2020年3月,48:10.0,,
理塘川51井,无人值守,100,30,流体,2020年3月,48:10.0,,
井河测震台,无人值守,107,31,测震,2020年3月,48:10.0,,
兴仁测震台,无人值守,107,30,测震,2020年3月,48:10.0,,
广汉市连山前兆台,无人值守,104,40,流体,2020年3月,48:10.0,,
朝天东溪河地震台,无人值守,106,33,"电磁,形变",2020年3月,48:10.0,,
剑阁前兆台,无人值守,105,32,电磁,2020年3月,48:10.0,,
旺苍前兆台,无人值守,106,32,电磁,2020年3月,48:10.0,,
昭化巨石前兆台,无人值守,106,32,流体,2020年3月,48:10.0,,
苍溪前兆台,无人值守,106,32,形变,2020年3月,48:10.0,,
青川木鱼地震台,无人值守,105,33,"形变,电磁",2020年3月,48:10.0,,
青川桥楼地震台,无人值守,105,32,"形变,电磁",2020年3月,48:10.0,,
昭化文村前兆台,无人值守,106,32,电磁,2020年3月,48:10.0,,
曾家测震台,无人值守,106,33,测震,2020年3月,48:10.0,,
武连测震台,无人值守,105,32,测震,2020年3月,48:10.0,,
水柜测震台,无人值守,106,32,测震,2020年3月,48:10.0,,
青川乔庄台,有人值守,105,33,"形变,电磁",2020年3月,48:10.0,,
筠连县地震台,有人值守,104,28,测震,2020年3月,48:10.0,,
峨边测震台,无人值守,103,29,测震,2020年3月,48:10.0,,
罗城测震台,无人值守,104,29,测震,2020年3月,48:10.0,,
川03井前兆台,无人值守,102,28,流体,2020年3月,48:10.0,,
雷波防震减灾局,有人值守,104,28,测震,2020年3月,48:10.0,,
会理地震台,有人值守,102,27,测震,2020年3月,48:10.0,,
绵阳市地震台,无人值守,105,31,"测震,形变,电磁",2020年3月,48:10.0,,
平武地震台,有人值守,105,32,形变,2020年3月,48:10.0,,
德阳市土门前兆台,无人值守,104,31,流体,2020年3月,48:10.0,,
德阳市汉旺前兆台,无人值守,104,31,形变,2020年3月,48:10.0,,
德阳市清平前兆台,无人值守,104,32,流体,2020年3月,48:10.0,,
德阳市遵道测震台,无人值守,104,31,测震,2020年3月,48:10.0,,
安县地震台,无人值守,104,32,测震,2020年3月,48:10.0,,
花荄地震台,无人值守,105,32,测震,2020年3月,48:10.0,,
曲山测震台,无人值守,104,32,测震,2020年3月,48:10.0,,
江油川10井前兆台,无人值守,104,31,流体,2020年3月,48:10.0,,
江油文胜前兆台,无人值守,105,32,"形变,电磁",2020年3月,48:10.0,,
江油白衣村前兆台,无人值守,105,32,形变,2020年3月,48:10.0,,
德阳旌阳区前兆台,无人值守,104,31,形变,2020年3月,48:10.0,,
华坪测震台,无人值守,101,26,测震,2020年3月,48:10.0,,
国胜测震台,无人值守,101,27,测震,2020年3月,48:10.0,,
大田前兆台,无人值守,102,26,流体,2020年3月,48:10.0,,
平地测震台,无人值守,102,26,测震,2020年3月,48:10.0,,
米易测震台,无人值守,102,27,测震,2020年3月,48:10.0,,
马兰山测震台,无人值守,102,27,测震,2020年3月,48:10.0,,
乌龟井地震台,有人值守,102,27,流体,2020年3月,48:10.0,,
地龙井地震台,有人值守,102,27,形变,2020年3月,48:10.0,,
马兰山地震台,有人值守,101,26,形变,2020年3月,48:10.0,,
什邡市冰川前兆台,无人值守,104,31,"形变,电磁",2020年3月,48:10.0,,
什邡市双盛K2井,无人值守,104,31,流体,2020年3月,48:10.0,,
川02井前兆台,无人值守,102,29,流体,2020年3月,48:10.0,,
川20井前兆台,无人值守,102,29,流体,2020年3月,48:10.0,,
川49井前兆台,无人值守,102,29,流体,2020年3月,48:10.0,,
川50井前兆台,无人值守,102,29,流体,2020年3月,48:10.0,,
荥经前兆台,无人值守,103,30,形变,2020年3月,48:10.0,,
川46井前兆台,无人值守,103,30,流体,2020年3月,48:10.0,,
川47井前兆台,无人值守,103,30,流体,2020年3月,48:10.0,,
川48井前兆台,无人值守,103,30,流体,2020年3月,48:10.0,,
石棉草科前兆台,无人值守,102,29,"形变,电磁",2020年3月,48:10.0,,
北斗测震台,无人值守,103,30,测震,2020年3月,48:10.0,,
将军测震台,无人值守,105,28,测震,2020年3月,48:10.0,,
中都测震台,无人值守,104,29,测震,2020年3月,48:10.0,,
江安测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
南溪川12井前兆台,无人值守,105,29,流体,2020年3月,48:10.0,,
南溪测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
屏山测震台,无人值守,104,29,测震,2020年3月,48:10.0,,
珙县测震台,无人值守,105,28,测震,2020年3月,48:10.0,,
观音测震台,无人值守,104,29,测震,2020年3月,48:10.0,,
长宁测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
兴文测震台,无人值守,105,28,测震,2020年3月,48:10.0,,
三元井测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
大山铺前兆台,无人值守,105,29,形变,2020年3月,48:10.0,,
椅子湾测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
照石塔测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
牛佛测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
碾子山测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
童寺前兆台,无人值守,105,29,"流体,形变",2020年3月,48:10.0,,
赵家坡测震台,无人值守,105,29,测震,2020年3月,48:10.0,,
长山前兆台,无人值守,104,29,形变,2020年3月,48:10.0,,
自贡重力台,无人值守,105,29,形变,2020年3月,48:10.0,,
蒲江跨断层综合场地,无人值守,104,30,形变,2020年3月,48:10.0,,
宝兴跨断层综合场地,无人值守,103,30,形变,2020年3月,48:10.0,,
田湾跨断层综合场地,无人值守,102,29,形变,2020年3月,48:10.0,,
两河口跨断层综合场地,无人值守,102,29,形变,2020年3月,48:10.0,,
沟普跨断层综合场地,无人值守,101,31,形变,2020年3月,48:10.0,,
龙灯坝跨断层综合场地,无人值守,101,31,形变,2020年3月,48:10.0,,
老乾宁跨断层综合场地,无人值守,101,31,形变,2020年3月,48:10.0,,
折多塘跨断层综合场地,无人值守,102,30,形变,2020年3月,48:10.0,,
榆林跨断层综合场地,无人值守,102,30,形变,2020年3月,48:10.0,,
侏倭跨断层综合场地,无人值守,100,32,形变,2020年3月,48:10.0,,
格鲁跨断层综合场地,无人值守,101,31,形变,2020年3月,48:10.0,,
虚墟跨断层综合场地,无人值守,101,31,形变,2020年3月,48:10.0,,
冕宁跨断层综合场地,无人值守,102,29,形变,2020年3月,48:10.0,,
松新跨断层综合场地,无人值守,103,27,形变,2020年3月,48:10.0,,
汤家坪跨断层综合场地,无人值守,103,27,形变,2020年3月,48:10.0,,
礼州跨断层综合场地,无人值守,102,28,形变,2020年3月,48:10.0,,
西岭跨断层水准场地,无人值守,103,31,形变,2020年3月,48:10.0,,
灌县跨断层水准场地,无人值守,104,31,形变,2020年3月,48:10.0,,
安顺场跨断层水准场地,无人值守,102,29,形变,2020年3月,48:10.0,,
棉蟹支线跨断层水准场地,无人值守,102,29,形变,2020年3月,48:10.0,,
叶坪跨断层水准场地,无人值守,102,29,形变,2020年3月,48:10.0,,
映秀跨断层水准场地,无人值守,103,31,形变,2020年3月,48:10.0,,
耿达跨断层水准场地,无人值守,103,31,形变,2020年3月,48:10.0,,
雁门跨断层水准场地,无人值守,104,31,形变,2020年3月,48:10.0,,
道孚跨断层水准场地,无人值守,101,31,形变,2020年3月,48:10.0,,
宁南支线跨断层水准场地,无人值守,103,27,形变,2020年3月,48:10.0,,
新汤家坪跨断层水准场地,无人值守,103,27,形变,2020年3月,48:10.0,,
尔乌跨断层水准场地,无人值守,102,28,形变,2020年3月,48:10.0,,
万源GNSS连续站,无人值守,108,32,形变,2020年3月,48:10.0,,
中江GNSS连续站,无人值守,105,31,形变,2020年3月,48:10.0,,
乐山GNSS连续站,无人值守,104,30,形变,2020年3月,48:10.0,,
仁寿GNSS连续站,无人值守,104,30,形变,2020年3月,48:10.0,,
内江GNSS连续站,无人值守,105,30,形变,2020年3月,48:10.0,,
北川GNSS连续站,无人值守,104,32,形变,2020年3月,48:10.0,,
南江GNSS连续站,无人值守,107,32,形变,2020年3月,48:10.0,,
南部GNSS连续站,无人值守,106,31,形变,2020年3月,48:10.0,,
叙永GNSS连续站,无人值守,105,28,形变,2020年3月,48:10.0,,
大竹GNSS连续站,无人值守,107,31,形变,2020年3月,48:10.0,,
安岳GNSS连续站,无人值守,105,30,形变,2020年3月,48:10.0,,
宜宾GNSS连续站,无人值守,105,29,形变,2020年3月,48:10.0,,
成都GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
梓潼GNSS连续站,无人值守,105,32,形变,2020年3月,48:10.0,,
汉源GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
汶川GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
汶川西GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
甘洛GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
盐亭GNSS连续站,无人值守,105,31,形变,2020年3月,48:10.0,,
磨西GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
简阳GNSS连续站,无人值守,105,30,形变,2020年3月,48:10.0,,
红原GNSS连续站,无人值守,103,33,形变,2020年3月,48:10.0,,
绵阳GNSS连续站,无人值守,105,31,形变,2020年3月,48:10.0,,
苍溪GNSS连续站,无人值守,106,32,形变,2020年3月,48:10.0,,
荣县GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
营山GNSS连续站,无人值守,107,31,形变,2020年3月,48:10.0,,
通江GNSS连续站,无人值守,107,32,形变,2020年3月,48:10.0,,
邛崃GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
邻水GNSS连续站,无人值守,107,30,形变,2020年3月,48:10.0,,
郫县GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
金河地震台GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
雅安GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
青川GNSS连续站,无人值守,105,33,形变,2020年3月,48:10.0,,
马尔康GNSS连续站,无人值守,102,32,形变,2020年3月,48:10.0,,
泸州GNSS连续站,无人值守,105,29,形变,2020年3月,48:10.0,,
筠连GNSS连续站,无人值守,105,28,形变,2020年3月,48:10.0,,
巴中GNSS连续站,无人值守,107,32,形变,2020年3月,48:10.0,,
遂宁GNSS连续站,无人值守,106,31,形变,2020年3月,48:10.0,,
马边GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
广元GNSS连续站,无人值守,106,32,形变,2020年3月,48:10.0,,
南充GNSS连续站,无人值守,106,31,形变,2020年3月,48:10.0,,
炉霍GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
木里GNSS连续站,无人值守,101,28,形变,2020年3月,48:10.0,,
攀枝花GNSS连续站,无人值守,102,26,形变,2020年3月,48:10.0,,
小金GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
天全GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
石棉GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
越西GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
茂县GNSS连续站,无人值守,104,32,形变,2020年3月,48:10.0,,
道孚GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
甘孜GNSS连续站,无人值守,100,32,形变,2020年3月,48:10.0,,
九龙GNSS连续站,无人值守,101,29,形变,2020年3月,48:10.0,,
理塘GNSS连续站,无人值守,100,30,形变,2020年3月,48:10.0,,
冕宁GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
宁南GNSS连续站,无人值守,103,27,形变,2020年3月,48:10.0,,
松潘GNSS连续站,无人值守,104,33,形变,2020年3月,48:10.0,,
乡城GNSS连续站,无人值守,100,29,形变,2020年3月,48:10.0,,
盐源GNSS连续站,无人值守,102,27,形变,2020年3月,48:10.0,,
牦牛GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
七美GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
瓦日GNSS连续站,无人值守,101,31,形变,2020年3月,48:10.0,,
塔公GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
小河GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
蒲江GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
灵关GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
陇东GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
跷碛GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
芦山GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
达维GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
丹巴GNSS连续站,无人值守,102,31,形变,2020年3月,48:10.0,,
湾坝GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
达杠GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
甲根坝GNSS连续站,无人值守,102,30,形变,2020年3月,48:10.0,,
雅江GNSS连续站,无人值守,101,30,形变,2020年3月,48:10.0,,
金河GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
东岳GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
古寺山GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
卧龙GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
新市GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
宜宾GNSS连续站,无人值守,105,29,形变,2020年3月,48:10.0,,
火烈乡GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
甘洛GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
会理GNSS连续站,无人值守,102,27,形变,2020年3月,48:10.0,,
太平GNSS连续站,无人值守,102,27,形变,2020年3月,48:10.0,,
金阳GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
罗山溪GNSS连续站,无人值守,104,28,形变,2020年3月,48:10.0,,
依果觉GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
美姑GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
锦屏GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
冕宁GNSS连续站,无人值守,102,29,形变,2020年3月,48:10.0,,
马鞍山GNSS连续站,无人值守,102,28,形变,2020年3月,48:10.0,,
洒拉地坡GNSS连续站,无人值守,103,28,形变,2020年3月,48:10.0,,
SYC25GNSS连续站,无人值守,104,31,形变,2020年3月,48:10.0,,
SYC24GNSS连续站,无人值守,103,31,形变,2020年3月,48:10.0,,
SYC47GNSS连续站,无人值守,104,30,形变,2020年3月,48:10.0,,
SYC19GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC23GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC22GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC21GNSS连续站,无人值守,103,30,形变,2020年3月,48:10.0,,
SYC39GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC38GNSS连续站,无人值守,104,29,形变,2020年3月,48:10.0,,
SYC34GNSS连续站,无人值守,103,29,形变,2020年3月,48:10.0,,
